dataset_id,subject,raw_file,format,sha256,file_bytes,sampling_rate_hz,duration_seconds,raw_eeg_channel_count,annotation_count,device
ds005284,sub-017,data/ds005284/sub-017/eeg/sub-017_task-26ByBiosemi_eeg.bdf,BDF,df84ab3bc7e62d9a6f141c148f0ebb81683b3b2f9734789c0dba4cd37774d8c8,65911296,1024.0,330.0,64,0,BioSemi ActiveTwo
ds005284,sub-018,data/ds005284/sub-018/eeg/sub-018_task-26ByBiosemi_eeg.bdf,BDF,ade6806bee531af72f7a89b622f33c295d9288ee5afff38e9afaac53f478119b,131406336,2048.0,329.0,64,0,BioSemi ActiveTwo
ds005284,sub-019,data/ds005284/sub-019/eeg/sub-019_task-26ByBiosemi_eeg.bdf,BDF,8d770f680a9828e2c37c70103413b59932a8ab7838e82c6471915e3d9b5262c7,65911296,1024.0,330.0,64,0,BioSemi ActiveTwo
ds005284,sub-020,data/ds005284/sub-020/eeg/sub-020_task-26ByBiosemi_eeg.bdf,BDF,660a72d3634b49c26b2ad51fe4149c415f4f7b77388c96146742adfc57e9a0af,65711616,1024.0,329.0,64,0,BioSemi ActiveTwo
ds005284,sub-021,data/ds005284/sub-021/eeg/sub-021_task-26ByBiosemi_eeg.bdf,BDF,036c97d557c3dcdec67b4e4b82152db969eecae76ba9ed5c0f5910da4dc5da40,67109376,1024.0,336.0,64,0,BioSemi ActiveTwo
ds005284,sub-022,data/ds005284/sub-022/eeg/sub-022_task-26ByBiosemi_eeg.bdf,BDF,00c74d9763223b3bef37731e2edad1892a5853014c04ee1d5f220e37a0446b7f,66710016,1024.0,334.0,64,0,BioSemi ActiveTwo
ds005284,sub-023,data/ds005284/sub-023/eeg/sub-023_task-26ByBiosemi_eeg.bdf,BDF,e2a8dbc6269ca14c6a401d55e07e8a7ecf425cfb25126d4064f6519a3aacb1f4,66110976,1024.0,331.0,64,0,BioSemi ActiveTwo
ds005284,sub-024,data/ds005284/sub-024/eeg/sub-024_task-26ByBiosemi_eeg.bdf,BDF,a8ef32e10ee8be392537d4915a98615adb2a165a7aef7635d1932225d7500219,66510336,1024.0,333.0,64,0,BioSemi ActiveTwo
ds005284,sub-025,data/ds005284/sub-025/eeg/sub-025_task-26ByBiosemi_eeg.bdf,BDF,805cc5d6942d2500619b3cba95d5ff303a453f9c306694d49c9a14f4f80b8fad,66510336,1024.0,333.0,64,0,BioSemi ActiveTwo
ds005284,sub-026,data/ds005284/sub-026/eeg/sub-026_task-26ByBiosemi_eeg.bdf,BDF,5afdbcbafd08c455cacfb963c4f6838ae968218ddb9465a9bcf36d8125b73ccf,64912896,1024.0,325.0,64,0,BioSemi ActiveTwo
eegmmidb,S001,data/eegmmidb/S001/S001R01.edf,EDF,4743b736131a7e147c150e8b37711029b6cda5e356c4b3e8261a03cdcaaf8b0c,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S001,data/eegmmidb/S001/S001R02.edf,EDF,31a95e0a880e6c3d89960d9d62c144f24cc4e9f5d7e93c7f864ef61cd49e847e,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,EDF,3427c8d01bff1380bc9ab9f27a35ece2af5dfadf3e291bbc05eb66e4dadbfe2e,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S001,data/eegmmidb/S001/S001R04.edf,EDF,3d161f88e1c00632585287d2ce584c2bc0f08862438eb255ea8723e00fac693d,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,EDF,6320a941815eb7a0bc632e32c07c88b6e2281a0e2f177e8f49e2d0a16231145c,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,EDF,358fb5189220725141968ae285fbe9e3f36210b834ffba71d940af308e3aca68,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,EDF,d5296b9232b0ad88b7022155cbcde618df44d4b0db046ce3bec54f8f8644207a,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S001,data/eegmmidb/S001/S001R12.edf,EDF,2b281c9b687b4c4176e83251d74743721f2d6ebd76656a972a3b9c44d9d88cd5,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S002,data/eegmmidb/S002/S002R01.edf,EDF,d542689b31c977838f20b1a2062865b98ecf10a7e9702f56f101000d47f2ec68,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S002,data/eegmmidb/S002/S002R02.edf,EDF,666a9299341ece77522df050b1ddd128179a540548d82642ba975a65b4f6d84e,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S002,data/eegmmidb/S002/S002R03.edf,EDF,cbabe29620b19978454bc429f59976f6ee8f32f6392e4fcdf7e463981248072c,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S002,data/eegmmidb/S002/S002R04.edf,EDF,fcd37831378c411d50c223d97ffbc00949be2271d093f1d8e56bbe7c02bd1539,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S002,data/eegmmidb/S002/S002R07.edf,EDF,cdba64ad60574903248aed651d393c148df3c611eebdc9694717a04e2e2deef3,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S002,data/eegmmidb/S002/S002R08.edf,EDF,02d64941f6bcd1635bc7dd187a9553331b73933e9771f4e7c59249dfc5632c5a,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S002,data/eegmmidb/S002/S002R11.edf,EDF,694bd9fbee1305dbc212ea4eecb8930750f5e08f8cc8ea45e2b94c92ac5f5a7d,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S002,data/eegmmidb/S002/S002R12.edf,EDF,a3d166b23375942a5ccf352924f7766f0ca9cfd1bac7951175e710d978f5239f,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S003,data/eegmmidb/S003/S003R01.edf,EDF,2af68afa8d4f158a7ae7f3903b66f0947925880639b7a8b5b6bb13b0c6c50f96,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S003,data/eegmmidb/S003/S003R02.edf,EDF,41044fea497e05650c4b1f4009011b44a50a6cefd55d5afa9e1d1b7988afd6e5,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S003,data/eegmmidb/S003/S003R03.edf,EDF,ebf184ea51d9aa3178190583f428db02f184e22412ff300a5f224776d1e8dbb4,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S003,data/eegmmidb/S003/S003R04.edf,EDF,f669d938c81a9a4a8338c74cb7af0355875349990fea9cbaecfe34bffab0b08f,2256896,160.0,108.0,64,27,BCI2000 64-channel
eegmmidb,S003,data/eegmmidb/S003/S003R07.edf,EDF,d8a610bf60a19c1d653a11633f7df40bd7b3eca976bebf2b525eb65017fdf044,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S003,data/eegmmidb/S003/S003R08.edf,EDF,0f50978bb972e693b8c758a9223a2d9fa35c7f117226391090bcc32a83ce765d,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S003,data/eegmmidb/S003/S003R11.edf,EDF,0563c2a26f759d849d6b99b3efb6047d1e1d288f80c0c16f5f07403bd0029271,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S003,data/eegmmidb/S003/S003R12.edf,EDF,bbf7137bfa7905724741e95359fa090439d4422c07bdba16c792acb09ebd6421,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S004,data/eegmmidb/S004/S004R01.edf,EDF,23e9645f492488d2376ac3a606d177043efc6e5fb00281c2d6648e4b06a6ce62,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S004,data/eegmmidb/S004/S004R02.edf,EDF,32134f3ce7056fd6487855552636b8f93ea2d67631ef1da6f6474eda6040162f,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S004,data/eegmmidb/S004/S004R03.edf,EDF,b24e3ae9d302935be06c0905d1e925ad68a94b4a5b20dc659cbc63bb8481d503,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S004,data/eegmmidb/S004/S004R04.edf,EDF,c9ddf0294961f0b877192a2479802b9c6c88403682a17b5ad679fd6485aa6f59,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S004,data/eegmmidb/S004/S004R07.edf,EDF,eb00bf6a816a6ded6f93e0b96d2a1c2ae8f6d13a59e39d475bf94d57fb842643,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S004,data/eegmmidb/S004/S004R08.edf,EDF,1ab5909b183413283a7ea76e35311a68a4688558f0044b9faab3987291cbdb92,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S004,data/eegmmidb/S004/S004R11.edf,EDF,a8b96b32782329f12accdc222331545707be4cd497f97f158de4c06e87235f8c,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S004,data/eegmmidb/S004/S004R12.edf,EDF,c44b7be0464d86be4d460ec66432869b7b3e8dcaa2067af02d6e772abf5c11de,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S005,data/eegmmidb/S005/S005R01.edf,EDF,f84f58d7d96bce1700af8b2c9e333d66e4b2183e34b3ed5634840fff37845af0,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S005,data/eegmmidb/S005/S005R02.edf,EDF,bdb498c613cd048a889899282e8f5491c23a76731f3c2be11800362b7bbcb836,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S005,data/eegmmidb/S005/S005R03.edf,EDF,3bf2695b66661a274bb099dd093c8f2eb4ede8a7068ec4bfd0a1fe9f4bfc0e18,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S005,data/eegmmidb/S005/S005R04.edf,EDF,956d0857b17b040955fee9b2384f818f85bfb02248c387d9aa7930c42934ca0c,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S005,data/eegmmidb/S005/S005R07.edf,EDF,630fbaf27a7a962a4a8bd61396b6a1c4f56b44e85fa5e9400016ca19085ad1f9,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S005,data/eegmmidb/S005/S005R08.edf,EDF,eeed6c328ee256dd2c20d1808e05819bed4ce56b8de1c57914ded00565b6b7bc,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S005,data/eegmmidb/S005/S005R11.edf,EDF,a4d4111c206de3c094d23c9fbaf2b3fece74eff7a68a11073f29dad9800653d4,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S005,data/eegmmidb/S005/S005R12.edf,EDF,dfaf07c8ecc583b07363485596258e66a75fb33169496c62918c6dd0803814ce,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S006,data/eegmmidb/S006/S006R01.edf,EDF,bfe32b925fdd469c90ce6913f7409cf85e4492b40d36c77b83511592d6e4c647,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S006,data/eegmmidb/S006/S006R02.edf,EDF,f114ee8be3445ff48c78422d4cc7b6b68ab83d79f06cb47634b1710796aeda4f,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S006,data/eegmmidb/S006/S006R03.edf,EDF,e4d356eccf9d902c37615939916b5436254516b8f39439845856113cc06f642d,2158592,160.0,103.0,64,26,BCI2000 64-channel
eegmmidb,S006,data/eegmmidb/S006/S006R04.edf,EDF,2c0ee9c649fc9688e89c91030e7882aeb68f5f2b87a3a4f783b732ecaebc5914,2076672,160.0,99.0,64,25,BCI2000 64-channel
eegmmidb,S006,data/eegmmidb/S006/S006R07.edf,EDF,781330bee3b9e40366a1d0c566f8513dfad50aeca54c67ddb97e6d74a96ae489,1110016,160.0,52.0,64,13,BCI2000 64-channel
eegmmidb,S006,data/eegmmidb/S006/S006R08.edf,EDF,4d65f824e048763f85edc6cc4c9e0c0a5c7e22d79e8e89b9167dd6fde80644eb,1093632,160.0,52.0,64,13,BCI2000 64-channel
eegmmidb,S006,data/eegmmidb/S006/S006R11.edf,EDF,9e525616947dc9517c5931be5c06b80a02b07f092cd28fa879a9c9bb72076754,864256,160.0,41.0,64,10,BCI2000 64-channel
eegmmidb,S006,data/eegmmidb/S006/S006R12.edf,EDF,9b6ccb0e98e5ff1d092f8b59c9b1311e635b127f9dbe4f5e5227ebcf31986e68,978944,160.0,46.0,64,12,BCI2000 64-channel
eegmmidb,S007,data/eegmmidb/S007/S007R01.edf,EDF,cf916b6266eae4638a0d46d0cf152650398b0f94c93ac215bf963eb717e9f65f,897024,160.0,42.0,64,1,BCI2000 64-channel
eegmmidb,S007,data/eegmmidb/S007/S007R02.edf,EDF,a014a64cb5540ce1bbd58d146a374187a815a4bd958c20fe769c5202bf52b2ca,765952,160.0,36.0,64,1,BCI2000 64-channel
eegmmidb,S007,data/eegmmidb/S007/S007R03.edf,EDF,2ed86c1effb781799ac1c486a0808e4d73243ad5105f0fa00fb87ff687c43724,684032,160.0,32.0,64,8,BCI2000 64-channel
eegmmidb,S007,data/eegmmidb/S007/S007R04.edf,EDF,56417944258982c445a3e076802c1e30c295ff6029d2ac53574622c1a6983787,421888,160.0,19.0,64,5,BCI2000 64-channel
eegmmidb,S007,data/eegmmidb/S007/S007R07.edf,EDF,d801688adfc14ce87dd52f4308b0dbf72fffba30fc5d5b66a4c05a4f3b9310d6,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S007,data/eegmmidb/S007/S007R08.edf,EDF,fa8cfc38727e908be4626cf82b19533f7a761f102319696e53e4ee2d61b1092b,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S007,data/eegmmidb/S007/S007R11.edf,EDF,a2ec8339ddfd99168bfa0fdb6b94145fcf6e17abd9816f950d3182f888928b76,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S007,data/eegmmidb/S007/S007R12.edf,EDF,70cd3287d6b4821661521954206f86dde9f5e62904edd76cc0cf1d03fe112df3,2596896,160.0,125.0,64,30,BCI2000 64-channel
eegmmidb,S008,data/eegmmidb/S008/S008R01.edf,EDF,678e47541d9903c300ba7811554ad1f8bfbe2bff086407cb4ff489d2d0e507bc,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S008,data/eegmmidb/S008/S008R02.edf,EDF,dcd82e2a2477c52ca4a3dc784d9c04a55f935f2ed9ff10cfe0ec880d56c60edc,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S008,data/eegmmidb/S008/S008R03.edf,EDF,ab3ea90d829e1e2e10bb6e551e828e66ac6262ec7bc24e2e17db6e1e350088fe,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S008,data/eegmmidb/S008/S008R04.edf,EDF,034a26131e1425e6374a459e5887b1f831f7bfdb101a3658d2cd07620cf2c06b,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S008,data/eegmmidb/S008/S008R07.edf,EDF,9e05bf83ad067538667ab853081165b854b3d13ee334c4185ee5f40aa6b76a7e,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S008,data/eegmmidb/S008/S008R08.edf,EDF,534c25b65a4fa68afe29a5c0272a686ac474e638c86521b177660d888401f374,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S008,data/eegmmidb/S008/S008R11.edf,EDF,ef072b260a1d92c45d5d43a2a38c2affc8db37bc2da3df2d0962c44cdc449131,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S008,data/eegmmidb/S008/S008R12.edf,EDF,ddced4ba4dc801313554039823fa1826d0dd52648f87a5ee5ada8e9cdd0678c8,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S009,data/eegmmidb/S009/S009R01.edf,EDF,37f117b69060f2c784d74fe973d6af30b3b978f9c7c127324273f5741749bb2e,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S009,data/eegmmidb/S009/S009R02.edf,EDF,ca5a6f0a0fc6fe11696d5505c3db2b965136d85c4c0590f7c03af1b527b97242,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S009,data/eegmmidb/S009/S009R03.edf,EDF,f5718a37aa5ea43c8f52dd01326ce09568a71f52e1b2750e0e8e2145e88b6e4a,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S009,data/eegmmidb/S009/S009R04.edf,EDF,705f53460954e465e7a6ef45bd1f64e675548c08e9238dfb1f448713f9e559f8,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S009,data/eegmmidb/S009/S009R07.edf,EDF,9d737ae61e6b01feee5a8cd22c219cfa84e8c5f67210a04dd08ad08aa61d82ce,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S009,data/eegmmidb/S009/S009R08.edf,EDF,a8121c688ffca3db1d3b1f61dd53d6636ac91763cd2269b39636c65dfc6e4fe2,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S009,data/eegmmidb/S009/S009R11.edf,EDF,2e1eac06f72f940fe826ff9c6b963bc686c1c7357d2b860e351baa263684f66b,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S009,data/eegmmidb/S009/S009R12.edf,EDF,0c3f9700d6bfd8a8dd797803d61b80852688709011e5863f4e13e9ec3948191f,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S010,data/eegmmidb/S010/S010R01.edf,EDF,0d694b503e5ea0f6088a790f09390efb1be2688ad92213f5e82fa2f343cd18c4,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S010,data/eegmmidb/S010/S010R02.edf,EDF,d44f5f6c774771bc2b6cdd6d29c7f558e11ad11e6198cf4603f473edd4b2074a,1275936,160.0,61.0,64,1,BCI2000 64-channel
eegmmidb,S010,data/eegmmidb/S010/S010R03.edf,EDF,49016ed40a1c17164b7b56031d567ee96b00b0b3755fab072c1d78db9ccdab73,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S010,data/eegmmidb/S010/S010R04.edf,EDF,8e68b22936cbcb7f84ed8ff037cb4a99f01064589d181c8056dbef06c1c7159b,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S010,data/eegmmidb/S010/S010R07.edf,EDF,cf59750f6f9576e106875f257673940cbaf2b0d62e1d3b1a45260dbc46c1981b,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S010,data/eegmmidb/S010/S010R08.edf,EDF,b468e77d0c8a73377b4510220c6be95bdefd572f6ed5c4b5f539c9dc0bdef485,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S010,data/eegmmidb/S010/S010R11.edf,EDF,4e8a3c50558c9dce96ab060d4883d19fbfe5e859989d7c633bf9f88a6a65d467,2555616,160.0,123.0,64,30,BCI2000 64-channel
eegmmidb,S010,data/eegmmidb/S010/S010R12.edf,EDF,0983609a12e6fd9b3ae99fd6968938ec5a3b012948894602233a65b720ac3975,2555616,160.0,123.0,64,30,BCI2000 64-channel
