dataset_id,subject,raw_file,window_seconds,window_index,start_seconds,task_condition,task_annotation,trained_on_dataset,assigned_state,posterior_confidence,log_likelihood,low_confidence_unknown
eegmmidb,S001,data/eegmmidb/S001/S001R04.edf,4,28,112.0,motor_imagery,T2,ds005284,2,0.9999999919710802,-64.81569672692355,True
eegmmidb,S001,data/eegmmidb/S001/S001R04.edf,4,29,116.0,motor_imagery,T0,ds005284,2,0.9999999999791029,-55.07382690594012,True
eegmmidb,S001,data/eegmmidb/S001/S001R04.edf,4,30,120.0,motor_imagery,T1,ds005284,2,0.9999911092931719,-55.743313849244345,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,0,0.0,motor_execution,T0,ds005284,2,0.9999999999889084,-46.50331945189654,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,1,4.0,motor_execution,T1,ds005284,2,0.9999999999998934,-49.50766266746008,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,2,8.0,motor_execution,T0,ds005284,2,1.0,-49.5336360465633,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,3,12.0,motor_execution,T2,ds005284,2,0.7741632042018155,-52.52491073349705,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,4,16.0,motor_execution,T0,ds005284,2,0.9886999793714918,-65.29589018136545,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,5,20.0,motor_execution,T1,ds005284,0,0.9999999841857347,-67.65917418495519,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,6,24.0,motor_execution,T0,ds005284,2,0.9999999999340048,-71.46066867194246,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,7,28.0,motor_execution,T2,ds005284,2,0.9999999782016433,-70.23349146087229,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,8,32.0,motor_execution,T0,ds005284,2,0.9999951487897937,-68.03214822507093,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,9,36.0,motor_execution,T1,ds005284,2,0.9999359250944323,-81.84131906739097,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,10,40.0,motor_execution,T0,ds005284,0,0.9996243514116896,-60.606585480589736,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,11,44.0,motor_execution,T2,ds005284,0,0.9999997799403204,-66.7075563558807,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,12,48.0,motor_execution,T0,ds005284,0,0.9999999599623671,-64.56211134027104,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,13,52.0,motor_execution,T2,ds005284,2,0.9434046521804637,-57.34577136913146,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,14,56.0,motor_execution,T2,ds005284,2,1.0,-64.3059349845974,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,15,60.0,motor_execution,T0,ds005284,2,1.0,-65.95135240100132,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,16,64.0,motor_execution,T1,ds005284,2,0.9999998792492877,-58.39063921953952,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,17,68.0,motor_execution,T0,ds005284,2,0.9998019851610852,-55.763076365105114,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,18,72.0,motor_execution,T1,ds005284,2,0.9943301691729363,-78.95951256352808,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,19,76.0,motor_execution,T0,ds005284,0,0.9996154280511823,-63.91528784602252,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,20,80.0,motor_execution,T2,ds005284,2,0.9973502249196762,-71.22162556904811,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,21,84.0,motor_execution,T0,ds005284,2,0.999999999999929,-68.5450254476685,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,22,88.0,motor_execution,T2,ds005284,0,0.507598003190901,-47.91666368524882,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,23,92.0,motor_execution,T0,ds005284,2,0.9999999958155357,-54.1805881874708,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,24,96.0,motor_execution,T1,ds005284,2,0.9999999306704718,-54.22472111557759,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,25,100.0,motor_execution,T0,ds005284,2,1.0,-65.65584405834363,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,26,104.0,motor_execution,T2,ds005284,2,0.9999999999898463,-58.20134977747853,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,27,108.0,motor_execution,T0,ds005284,0,0.9999919325027515,-70.88273984537003,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,28,112.0,motor_execution,T1,ds005284,2,0.999999835738172,-49.303036915056936,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,29,116.0,motor_execution,T0,ds005284,0,0.9392307156632221,-66.76878577899008,True
eegmmidb,S001,data/eegmmidb/S001/S001R07.edf,4,30,120.0,motor_execution,T1,ds005284,2,0.9999993577609986,-55.82778293059128,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,0,0.0,motor_imagery,T0,ds005284,2,0.9999999999999645,-53.398172731680106,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,1,4.0,motor_imagery,T1,ds005284,2,0.9999999999995168,-47.56721582306795,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,2,8.0,motor_imagery,T0,ds005284,2,0.9999987391348517,-52.73088000646304,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,3,12.0,motor_imagery,T2,ds005284,2,0.9999769867881939,-52.91356935014624,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,4,16.0,motor_imagery,T0,ds005284,2,0.9999652158573773,-63.87132802552658,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,5,20.0,motor_imagery,T1,ds005284,2,0.9999989382304145,-57.16595140400565,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,6,24.0,motor_imagery,T0,ds005284,2,0.9999999993178079,-54.88280029746833,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,7,28.0,motor_imagery,T2,ds005284,2,0.9999999999997939,-51.93260144350986,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,8,32.0,motor_imagery,T0,ds005284,2,0.9999999999990763,-63.38530036711635,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,9,36.0,motor_imagery,T1,ds005284,2,0.9999999995406768,-68.21182636064644,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,10,40.0,motor_imagery,T0,ds005284,2,0.99999999997641,-49.62614222484356,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,11,44.0,motor_imagery,T2,ds005284,2,0.9999999999949267,-52.68017313459141,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,12,48.0,motor_imagery,T0,ds005284,2,0.9999738610164075,-60.85177424487968,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,13,52.0,motor_imagery,T1,ds005284,2,0.9999999961354291,-50.79239806262023,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,14,56.0,motor_imagery,T1,ds005284,2,0.9999999999974989,-60.879020057680016,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,15,60.0,motor_imagery,T0,ds005284,2,0.9999998416668899,-65.76419350638812,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,16,64.0,motor_imagery,T2,ds005284,2,0.9999999999996589,-50.24133382113825,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,17,68.0,motor_imagery,T0,ds005284,2,0.9999999969890112,-58.87197518680071,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,18,72.0,motor_imagery,T2,ds005284,2,0.9999999997988596,-66.019674111709,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,19,76.0,motor_imagery,T0,ds005284,0,0.999999797676927,-62.3427578146501,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,20,80.0,motor_imagery,T1,ds005284,2,0.9999320025516625,-52.40779308687272,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,21,84.0,motor_imagery,T0,ds005284,2,0.9999999999427445,-70.35897238617457,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,22,88.0,motor_imagery,T1,ds005284,2,0.9999505125191881,-79.94917754609209,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,23,92.0,motor_imagery,T0,ds005284,2,0.9999999999997797,-53.504909246542766,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,24,96.0,motor_imagery,T2,ds005284,0,0.7539641257345081,-55.65144315628269,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,25,100.0,motor_imagery,T0,ds005284,0,0.9896434509934066,-66.45201701058123,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,26,104.0,motor_imagery,T2,ds005284,2,0.9988312651545106,-56.131796068188414,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,27,108.0,motor_imagery,T0,ds005284,2,0.9999999999888161,-63.44844970811733,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,28,112.0,motor_imagery,T1,ds005284,2,0.999977558665209,-54.94250620114533,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,29,116.0,motor_imagery,T0,ds005284,2,0.9999999999692761,-54.401090140803916,True
eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,4,30,120.0,motor_imagery,T1,ds005284,2,0.9999999855587306,-52.257937067727156,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,0,0.0,motor_execution,T0,ds005284,2,0.9999999996670041,-44.81812179995215,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,1,4.0,motor_execution,T1,ds005284,0,0.9999337495633649,-45.78231777394202,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,2,8.0,motor_execution,T0,ds005284,2,0.9999884447673533,-53.72136776324603,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,3,12.0,motor_execution,T2,ds005284,2,0.9940099054493792,-49.78800760440563,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,4,16.0,motor_execution,T0,ds005284,0,0.9998437569145212,-63.30793581263111,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,5,20.0,motor_execution,T2,ds005284,2,1.0,-63.305632338059944,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,6,24.0,motor_execution,T0,ds005284,2,0.9999999835084027,-65.9542636732364,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,7,28.0,motor_execution,T1,ds005284,2,0.6172281733912262,-86.42239248866261,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,8,32.0,motor_execution,T0,ds005284,0,0.981652901596418,-62.74784627652554,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,9,36.0,motor_execution,T2,ds005284,2,0.8957917846364513,-64.54757596078541,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,10,40.0,motor_execution,T0,ds005284,2,0.9999999999934133,-60.87495083408497,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,11,44.0,motor_execution,T1,ds005284,2,0.999999998215543,-65.50735011234956,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,12,48.0,motor_execution,T0,ds005284,2,0.9999978362027624,-73.62898384425087,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,13,52.0,motor_execution,T1,ds005284,2,1.0,-78.5092000463691,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,14,56.0,motor_execution,T1,ds005284,2,0.9999999950554894,-51.85603376646273,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,15,60.0,motor_execution,T0,ds005284,0,0.9991426878265742,-65.79318414831015,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,16,64.0,motor_execution,T2,ds005284,2,0.937423428404366,-73.81843558985133,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,17,68.0,motor_execution,T0,ds005284,2,0.8697679256781232,-63.297513804503645,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,18,72.0,motor_execution,T2,ds005284,2,0.9999999941152922,-57.182018854426616,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,19,76.0,motor_execution,T0,ds005284,2,0.9999999999999432,-65.54975768135483,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,20,80.0,motor_execution,T1,ds005284,2,0.9999999999289031,-69.21766079443134,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,21,84.0,motor_execution,T0,ds005284,2,1.0,-68.17231736796917,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,22,88.0,motor_execution,T1,ds005284,2,0.9999735179477753,-61.91365795448877,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,23,92.0,motor_execution,T0,ds005284,2,1.0,-89.2371366233116,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,24,96.0,motor_execution,T2,ds005284,3,0.9858369910535134,-91.3905794489122,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,25,100.0,motor_execution,T0,ds005284,2,0.9999999949653215,-73.84803272714538,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,26,104.0,motor_execution,T2,ds005284,2,0.9999999999414655,-67.9353828561422,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,27,108.0,motor_execution,T0,ds005284,2,0.9856758631444441,-74.96550603433927,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,28,112.0,motor_execution,T1,ds005284,2,0.9325561154256247,-65.9731607848757,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,29,116.0,motor_execution,T0,ds005284,0,0.9723818722149439,-93.42565263490829,True
eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,4,30,120.0,motor_execution,T2,ds005284,2,0.9999172953039835,-63.352584341118835,True
eegmmidb,S001,data/eegmmidb/S001/S001R12.edf,4,0,0.0,motor_imagery,T0,ds005284,2,0.9999902528400467,-52.54185221873123,True
eegmmidb,S001,data/eegmmidb/S001/S001R12.edf,4,1,4.0,motor_imagery,T2,ds005284,2,0.9980621416362666,-48.79122331158063,True
